99.3,16.5,4.2
99.31.a.1.i,19.1,19.2,19.3,19.4,19.5,19.6,19.7
99.31.a.1.ii,12.7,17.1,17.2,17.3,18.6,16.10,16.7,16.8,16.9,16.7,16.5,4.2
99.32.a,19.1,19.2,19.3,19.4,19.5,19.6,19.7
