BCR-11,762.6,786.2
DCS-04,120.17,736.2(b)
DCS-09,120.17,736.2(b)
GRM-02,736.2(b)
HRS-02,120.17,736.2(b)
HRS-03,120.17,736.2(b)
HRS-05,120.17,736.2(b)
HRS-06,120.17,736.2(b)
HRS-11,120.17,736.2(b)
IAM-02,120.17,736.2(b)
IAM-06,120.17,736.2(b)
IAM-10,120.17,736.2(b)
IAM-11,120.17,736.2(b)
SEF-02,127.12
SEF-03,127.12
STA-05,120.17,736.2(b)
