2,39(I),39(VIII),59,19,39,19,39,39,64,19,39,41,39,41,44,16(I),20,20,14,21,25,36
3,14
4,39(I),39(VIII),59,19,44,16(I),14,21,25,36
5,11,13,3(V),3(VI),8,9,11,12,14,18,19,20,21,30
8,19
