10,27(3),17(1),17(2),17(1),17(2),17(3),17(4),17,17(1),17(2),17,17,17,17,17
2,17,17,17,17,17,17,17,17,17(1),17(2),17,17(1),17(2),17(1),17(2),17,17,17,5,6,7,17,17,17,17,17(1),17(2),17,17,17,17,17,17,17(2),17,17
3,16,17(3)
4,17(1),17(2),17(1),17(2),17(1),17(2),17(1),17(2),17(2)
5,6(1),4(1),12,17,22,23,4,16,17,6,8,17(1)
7,17(1),17(2),17(1),17(2),17,17(1),17(2),17(1),17(2),17(1),17(1),17(2),17(1),17(2),17(1)
8,17(1),17(2),17(1),17(2),17,17(1),17(2),17(1),17(2),17(1),17(1),17(2),17(1),17(2),17,17,17,17,17,17,17,17,17(1)
