APO01,7,8
APO01.01,2,4
APO01.02,8,2,3,2,2,2,2,2,4
APO01.03,5,3,9,2,2,2,2,4,3,2,2,2,2,2,2,2,12,2,2,2,4,12,2,2,2,10,6,7,8,2,4,2,2,2,2,3,2,2,10
APO01.04,3,9,2,2
APO01.06,8,5,5,2,5,5,5,5,11,2,6
APO01.08,3,9,2,2,2,2,3,2,2,2,2,2,2,2,12,2,2,2,4,12,2,2,2,10,3,6,6,10,7,8,1,13,10,2,4,2,4
APO02.05,3,6,6
APO03.01,5,6,3,6,6,10,10,10,1,13,2
APO03.02,8,8,5,5,2,5,5,2,3,6,6,10,10,10,1,13,2
APO03.04,1,13
APO04.02,3,6,6,1,13
APO04.03,1,13
APO04.04,1,13
APO07.01,7,8
APO07.03,7,8,2,2,2,2
APO07.04,2
APO07.06,2,3,2,2,2,2,2,4,2,2
APO08.01,8,5,2,5,6
APO09.01,10,10,5,5
APO09.02,10,10
APO09.03,10,10,10,7,8,8,8,5,5,2,3,2,6,3,6,6,2,2,3,3,2
APO09.04,2,3
APO09.05,3,3
APO10,2
APO10.01,3
APO10.03,3
APO10.04,8,3,2,2,4,12,2,2,2,3
APO10.05,8,2,2,2,4
APO11,2
APO12,2,4,2,2,4,2,4
APO12.01,2,4,5
APO12.02,2,4,5
APO12.03,2,4,5
APO12.04,2,4,2,4,5
APO12.05,2,4,2,4
APO12.06,2,4
APO13.01,10,10,10,8,10,8,8,8,8,8,5,2,5,5,5,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,12,2,10,10,10,1,13,10,10,1,13,1,13,10,2,2,2,2,2,10
APO13.02,8,8,8,2,2,2,2,2,2,2,2,2,2,12,2,2,2,4,12,2,2,2,10,2,10,10,10,1,13,10,10,1,13,1,13,10,2,2,2,2,2,10
APO13.03,5,2,2,2,4,2,3,2,2,2,2
BAI01.01,5
BAI02,10
BAI02.01,2,3,6,6,10,1,13,2
BAI02.03,8,2
BAI02.04,8,2,6,3,6,6,2
BAI03.01,10,6
BAI03.02,10,6,10,1,13
BAI03.03,10,6,10,1,13
BAI03.04,6,10,1,13
BAI03.05,10,6,10,10,1,13
BAI03.07,5
BAI03.09,8
BAI03.10,7,8
BAI04.01,7,8
BAI04.03,7,8
BAI04.04,7,8,7,8
BAI04.05,7,8
BAI06.01,7,8,8,2,2,2
BAI06.02,2
BAI06.03,5,2
BAI06.04,2
BAI07.04,5
BAI07.05,2
BAI08,7,8
BAI09.01,5,8,5,5,5,2,5
BAI09.02,5,8,5,5,2,11
BAI09.03,5,8,5,5,5,2,11,2
BAI10,7,8
BAI10.01,7,8,5,2,10,7,8
BAI10.02,7,8,5,2,10,7,8
BAI10.03,7,8,5,10
BAI10.04,5
BAI10.05,5
DSS01.01,7,8,7,8,8,5,3,9,10,2
DSS01.02,8,2
DSS01.03,7,8,7,8,10,2,2,2
DSS01.04,7,8,7,8,7,8,7,8,8
DSS01.05,7,8,7,8,7,8,7,8,8,8
DSS02.01,10,2,2,2
DSS02.02,10,2,2
DSS02.04,2,2
DSS02.05,2,2
DSS02.06,2,2
DSS02.07,2
DSS03.05,7,8,2
DSS04.01,7,8,7,8,7,8,5,8
DSS04.02,7,8,7,8,7,8,5
DSS04.03,7,8,7,8,7,8,5,8
DSS04.04,7,8,5
DSS04.05,7,8
DSS04.07,5,8,5,5,6,2
DSS05,10,2
DSS05.01,2,1,13,2,2,10
DSS05.02,10,10,2,2,2,12,10,10,10,1,13,1,13,10,10
DSS05.03,10,2,2,2,2,2,1,13,1,13,10,2,10
DSS05.04,8,8,5,5,2,2,12,2,2,2,4,12,2,2,2,10,1,13,10,2,10
DSS05.05,8,8,8,8,8,5,5,2,2,2,2,10,10,1,13,10
DSS05.06,2
DSS05.07,2,4,2,2,4,10,10,2
DSS06,2
DSS06.02,10
DSS06.03,8,8,8,2,2,2,2,2,4,12,2,2,2,10,1,13,10,2
DSS06.04,10
DSS06.05,10
DSS06.06,10,8,8,5,5,2,2,2,2,2,2,12,2,4,12,2,2,2,10,1,13,10,1,13,10,10,1,13,1,13,10,2
EDM03.02,5,2,4
EDM05.02,8
MEA01,2,2,2
MEA01.03,2,2,10
MEA02,2,2
MEA02.01,2,4,2,2,4
MEA02.02,2,4
MEA02.06,2,4
MEA02.07,2,4
MEA02.08,2,4
MEA03.01,2,4,2,4,10,10,5,2,2,4
MEA03.02,10,10,2,2,4
MEA03.03,2,4
