2,120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),127.12,127.12
3,120.17,736.2(b),120.17,736.2(b)
5,762.6,786.2,736.2(b)
8,120.17,736.2(b),120.17,736.2(b)
