AC-11(1),16.11
AC-19(5),12.12,13.6,8.1
AC-2(1),15.6,2.1,8.4,9.2,9.3,16.5,4.2
AC-2(2),16.7
AC-2(3),16.10,16.7,16.8,16.9,16.7
AC-2(4),16.10,16.7,16.8,16.9
AC-20(1),12.12,13.6,8.1,12.12,13.6,8.1,16.11,11.3,5.1,5.2,5.3,5.4,5.5,16.5,4.2
AC-6(1),16.10,16.7,11.6,14.6,4.1,4.3,4.6,13.4,14.6,11.6,14.6,4.1,4.3,4.6
AC-6(2),11.6,14.6,4.1,4.3,4.6
AC-6(5),11.6,14.6,4.1,4.3,4.6
CM-2(1),12.12,13.6,8.1
CM-8(1),1.1,1.3,1.4,1.5,15.1,2.3,2.4,2.5
CM-8(3),11.3,5.1,5.2,5.3,5.4,5.5,1.1,1.3,1.4,1.5,15.1,2.3,2.4,2.5
CM-8(5),1.1,1.3,1.4,1.5,15.1,2.3,2.4,2.5
CP-2(8),1.1,1.3,1.4,1.5,15.1,2.3,2.4,2.5
IA-5(1),16.5,4.2
IA-5(2),14.4,14.8
SC-7(4),13.4,11.6,11.7,14.1,15.10,2.10,12.9,16.5,1.7,11.1,11.2,11.3,11.5,12.3,12.5,12.6,12.7,13.4,15.1,15.2,15.5,15.6,15.7,15.8,7.5,8.7,9.4
SC-7(5),13.4,11.6,11.7,14.1,15.10,2.10,12.9,16.5,1.7,11.1,11.2,11.3,11.5,12.3,12.5,12.6,12.7,13.4,15.1,15.2,15.5,15.6,15.7,15.8,7.5,8.7,9.4
SC-8(1),14.4,14.8,10.1,10.2,10.3,10.4,10.5,13.7,8.4
