17,1.1,1.3,1.4,1.5,15.1,2.3,2.4,2.5,12.7,14.4,14.8,14.4,14.8,10.1,10.2,10.3,10.4,10.5,13.7,8.4,16.7,12.12,13.6,8.1,13.7,8.4,16.10,16.7,11.6,14.6,4.1,4.3,4.6,13.4,14.6,16.10,16.7,16.8,16.9,16.7,14.9,6.2,6.3,7.6,12.5,12.6,12.8,13.3,13.5,13.9,15.10,16.12,16.13,20.2,6.2,6.6,6.7,8.1,8.4,6.2,18.5,13.4,11.6,11.7,14.1,15.10,2.10,12.9,16.5,1.7,11.1,11.2,11.3,11.5,12.3,12.5,12.6,12.7,13.4,15.1,15.2,15.5,15.6,15.7,15.8,7.5,8.7,9.4,11.6,11.7,14.1,15.10,2.10,12.9,16.5,1.7,11.1,11.2,11.3,11.5,12.3,12.5,12.6,12.7,13.4,15.1,15.2,15.5,15.6,15.7,15.8,7.5,8.7,9.4,19.1,19.2,19.3,19.4,19.5,19.6,19.7,19.1,19.2,19.3,19.4,19.5,19.6,19.7,7.8,7.9,8.1,8.3,8.4,11.4,18.11,20.1,20.2,20.3,20.4,20.5,20.6,20.7,3.1,3.3,3.4,3.6,3.7,5.1
17(1),16.11,16.5,4.2,6.4
17(2),16.11,16.5,4.2
17(3),16.11
17(4),16.11
27(3),18.11,18.2,18.7,9.5
6(1),10.1,10.2,10.3,10.4,10.5
