6.01.(a),PS-3
6.01.(b),AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2
6.01.(c),AT-2
6.01.(d),CA-1,CA-2,CA-2(1),CA-7,CA-7(1),RA-2,RA-3,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2
6.02.(a),CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),RA-3,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7
6.02.(b),AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,PL-2,SC-1,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,SA-9
6.02.(c),SA-9,SA-9
6.02.(d),SA-9,SA-9
6.02.(e),AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,AT-2,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,SA-9
6.03.(a),SA-1,SA-10,SA-9(1),CM-4,SA-9,CA-5,RA-1,RA-3,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7
6.03.(b),AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2
6.03.(c),AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,SC-1
6.03.(d),SC-7,AC-4,AC-4(21)
6.03.(e),CA-2(1),CA-7(1)
6.03.(f),SI-3
6.03.(g),SC-18
6.03.(h),SI-12,MP-1,MP-6
6.03.(i),AC-2,AC-6,AC-6,AC-6,AU-9,AU-9,AU-9,RA-5(8)
6.03.(j),AC-2,AC-6,AC-6,AC-6,AU-9,AU-9,AU-9,RA-5(8)
6.03.(k),AU-8
6.03.01.(a),CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10
6.03.01.(b),CM-1,CM-3
6.03.01.(c),RA-5,SA-3,SI-2,SI-10
6.03.01.(d),CM-1,CM-3
6.03.02.(a),CM-9,RA-5,SI-2
6.03.02.(b),CM-9,RA-5,SI-2
6.03.03.(a),AU-9,RA-5(8),SC-7,SC-7(5),SC-7(4),AC-4,AC-4(21)
6.03.03.(b),AC-4,AC-4(21),SC-4
6.03.03.(c),CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),RA-3
6.03.03.(d),AU-9,RA-5(8),SC-7,SC-7(5),SC-7(4),AC-4,AC-4(21)
6.03.04.(a),CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10
6.03.04.(b),CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
6.03.04.(c),CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
6.03.04.(d),SC-7,SC-7(5),SC-7(4),AC-4,AC-4(21)
6.03.04.(e),CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10,AU-9,RA-5(8)
6.03.05.(a),AC-4,AC-4(21),SC-4
6.03.05.(b),MP-1,MP-3,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-4,AC-4(21),SC-4
6.03.05.(c),CM-9,RA-5,SI-2
6.03.05.(d),AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
6.03.06.(a),AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7
