99.3,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
99.31.a.1.i,IR-2,IR-6,IR-9,IR-9(1),SA-9
99.31.a.1.ii,PE-3,PE-6,PE-1,PE-17,PE-3,PE-6,PE-6,PE-2,PE-3,PE-6,PE-6,PE-5,PE-3,PE-2,MP-2,MP-4,MA-5,MA-5,PE-5,MP-1,MP-3,PS-8,PS-1,AT-2,AC-1,AC-2,AC-2,AC-5,AC-2,AC-2,AC-2,AC-2,AU-6,CM-5,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
99.32.a,IR-2,IR-6,IR-9,IR-9(1),SA-9
