312.1,19,19,39,19,39,39,64,19,39,41,39,41,20,20,14
312.2,8,9,11,12,14,18,19,20,21,14,21,25,36
312.3,11,13,3(V),3(VI),20,14,14,21,25,36
312.4,30,44,16(I)
312.8,19,19,39,19,39,39,64,19,39,41,39,41,20,20,14
