312.1,120.17,736.2(b),120.17,736.2(b),736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),127.12,127.12,120.17,736.2(b)
312.3,762.6,786.2,120.17,736.2(b),127.12,120.17,736.2(b)
312.8,120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),120.17,736.2(b),127.12,127.12,120.17,736.2(b)
