120.17,12.12,13.6,8.1,13.7,8.4,16.10,16.7,16.8,16.9,16.7
127.12,19.1,19.2,19.3,19.4,19.5,19.6,19.7,19.1,19.2,19.3,19.4,19.5,19.6,19.7
736.2(b),12.12,13.6,8.1,13.7,8.4,16.10,16.7,16.8,16.9,16.7
762.6,10.1,10.2,10.3,10.4,10.5
