11,A1.2,A1.3,C1.1,CC6.1
12,CC6.1
13,A1.2,A1.3,C1.1
14,CC6.1,CC9.2,CC9.2
16(I),CC2.3
18,CC6.1
19,CC6.1,CC6.4,CC6.3,CC6.1,CC8.1,CC5.2,CC3.1,CC3.2
20,CC6.1,CC6.2,CC2.3,CC2.2
21,CC6.1,CC9.2
25,CC9.2
3(V),CC6.1,CC6.2
3(VI),CC6.1,CC6.2
30,CC6.2
36,CC9.2
39,CC8.1,CC5.3,CC5.2,CC2.2,CC2.3,CC2.2,CC2.2
39(I),CC4.1
39(VIII),CC4.1
41,CC2.2,CC2.2
44,CC2.3
59,CC4.1
64,CC1.5
8,CC6.1
9,CC6.1
