1,AC-6(1),AC-6(2),AC-6(5)
10,AC-2(1),SC-7(5),SC-7(4)
13,AC-6(1),AC-6(2),AC-6(5)
2,CA-2(1),CA-7(1),CA-2(1),CA-7(1),SC-8(1),SC-8(1),CM-2(1),AC-11(1),AC-2(4),AC-6(1),AC-6(5),AU-9(4),AC-2(1),AC-2(2),IA-2(1),IA-2(2),IA-5(1),IA-5(2),IA-5(3),AC-2(1),AC-20(1),SI-4(4),AC-6(1),AC-2(3),AC-2(4),AC-2(2),AC-2(3),AC-2(1),CM-7(1),CM-7(2)
4,CA-2(1),CA-7(1),CA-2(1),CA-7(1),AC-20(1),SI-4(4)
6,SC-8(1)
7,CP-2(1),CP-2(3),CP-2(8),CP-4(1),IR-3(2),CP-8(1),CP-8(2),PE-13(3),CP-6(1),CP-6(3),CP-7(1),CP-7(2),CP-7(3),CP-6(1),CP-7(1),MA-3(1),MA-3(2),MA-4(2),CP-8(1),CP-8(2),CP-2(1),CP-2(3),CP-2(8)
8,CP-2(1),CP-2(3),CP-2(8),CP-4(1),IR-3(2),CP-8(1),CP-8(2),PE-13(3),CP-6(1),CP-6(3),CP-7(1),CP-7(2),CP-7(3),CP-6(1),CP-7(1),MA-3(1),MA-3(2),MA-4(2),CP-8(1),CP-8(2),CP-2(1),CP-2(3),CP-2(8),CP-2(8),PE-6(1),PE-6(1)
